tweet,existence,existence.confidence
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC: Robert F. Kennedy Jr., who flies around on pri... http://bit.ly/de9g7L",0,0.4739
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC http://goo.gl/fb/0ugJ",1,0.6544
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC http://goo.gl/fb/Y4pz",1,1
"RT @senatus: Despite long odds, outside groups are continuing to push the Senate on a climate change bill - http://is.gd/7XYkr",1,0.6847
UN Environment Programme head defends conclusions of landmark climate change report: http://is.gd/7WkIo (via @UN),1,0.6709
RT @redostoneage Two physicists scientific paper debunking global warming & how it violates basic laws of physics http://bit.ly/amRmtg,0,1
"Oceans reveal further impacts of climate change, says UAB expert http://bit.ly/OceanImpacts (via @EcoInteractive)",1,1
Heading to Clarendon in global warming shirt. Will it get me laughs or get me shanked? We'll find out! #snowpocalypse,1,0.6566
"And again I say: drop global warming, enviros. The issue is not PREDICTABLY rising temps but UNPREDICTABLE climate change. #snom!@#$g",0,0.6495
"Due to the snow (aka, global warming), Starbucks near me ran out of coffee!! What?!?",1,0.6501
"NOAA announces new climate change ""portal"" www.climate.gov and plans for a Climate Service to provide data http://www.noaa.gov/climate.html",1,0.689
Effort underway to suspend California's global-warming law: http://bit.ly/cf8sO1 #climatechange #capandtrade,0,0.3563
Really more snow?! Damn global warming - the pandas! what about the pandas!,0,0.3464
"RFK, Jr. 15 months ago: Global Warming means no snow or cold for DC http://tinyurl.com/yfeoz82 || Judge intentions, not results #manbearpig",0,0.6759
"Numb fingers limited my Tweetability after shoveling 27"" of global warming. DC forecast Tues: 10+ inches-Hell has indeed frozen over! #tcot",0,0.5103
US Fish and Wildlife Service Says Pika Not Imperiled by Climate Change - New York Times (blog).. http://bit.ly/cxHD7l #obama',1,0.6469
"NOAA has unveiled a clearinghouse of NOAA climate change info, products & svcs at www.climate.gov",1,0.6734
RT @Earthscan: There are a few well-worn arguments that people who do not want to believe that climate change is a reality......,1,0.7273
How does the politicization of climate change affect public opinion? http://bit.ly/9lJKg5,2,1
Time Warp! 15 months ago RFK Jr. said Global warming means no cold or snow in DC.  http://bit.ly/bfq8s8 Suck it Bobby.,0,0.6768
Busted! Rajendra Pachauri: head of UN climate change panel clocks up half a million miles of air travel http://bit.ly/d6mlhN,0,0.6527
"RT @davidcorndc: Can someone please explain to conservatives that with climate change, some areas will get colder and weather patterns will shift.",1,0.6752
I hate when morons think that when we get snow it means there's no global warming. It is called CLIMATE CHANGE! Wake the F up!,1,1
"RT @MISSMYA: ""Many believe global warming's from man made pollution, but planetary alignments hv a big influence on weather&all aspects of life on Earth""",1,1
New Federal Climate Change Agency Forming: By RANDOLPH E. SCHMID AP Science Writer AP The Obama administration on ... http://bit.ly/aXswH4,1,0.6245
U.S. to Form Climate-Change Agency: The Obama administration proposed a new agency to study and report on the changing  http://url4.eu/1LSoP,2,0.6196
RT @fredthompson UN Global Warming chair says skeptics can't tell asbestos from talcum pwdr. At least they can tell science from a snow job.,1,0.7008
"To clarify, here: I am an environmentalist. @dcseth is a climate change denier. You are witnessing an argument.",1,0.7436
"RT @davidcorndc: Can someone please explain to conservatives that with climate change, some areas will get colder and weather patterns will shift.",1,1
"RT @davidcorndc: Can someone please explain to conservatives that with climate change, some areas will get colder and weather patterns will shift.",1,1
"Can someone please explain to conservatives that with climate change, some areas will get colder and weather patterns will shift.",1,0.5091
Woot! RT @alexpriest: RT @HuffPostGreen: hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z - cool!,1,1
RT @usnews: New Federal Climate Change Agency Forming http://bit.ly/a8lfPz,2,0.6408
RT @bradplumer Tea-party gang now focused on scuttling California's global-warming law: http://bit.ly/dB1PYw,1,0.4762
New Federal Climate Change Agency Forming http://bit.ly/a8lfPz,1,1
New Federal Climate Change Agency Forming http://bit.ly/a8lfPz,1,0.6477
New federal climate change agency forming http://dlvr.it/1WPN,2,0.6916
Tea-party gang now focused on scuttling California's global-warming law: http://bit.ly/dB1PYw,2,0.6634
"Ok... @Slate just sent me my mid-day update, linking a story on climate change to the AP...but the link takes me to TPM. #msmbias",2,0.5313
RT @HuffPostGreen: hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z - cool!,1,0.6818
RT @eDevelopment: Two vacancies open at the World Bank: Senior Specialists on ICT for Agriculture and Climate Change and e-Health http://bit.ly/91JGji,2,0.6879
Making Ripples: post-corporate adventures in Floyd County Virginia: Is this a preview of the climate change to come? http://j.mp/cTBnzw,1,0.682
Across the Nation... NOAA reorganizes to provide more info on global warming: The Obama administration launched a ... http://bit.ly/cIPdtR,2,0.6928
Business Section... NOAA reorganizes to provide more info on global warming: The Obama administration launched a n... http://bit.ly/9c2kEc,1,0.6697
Lobbyists rush to block EPA action on #climate change http://bit.ly/d5lq3G,1,0.6843
"With climate change, birds are taking off for migration sooner ...: Migrating birds can and do keep their travel d... http://bit.ly/90jgQn",1,1
"Just in time for #snomg! RT @BreakingNews: Obama admin forms Climate Service, a new agency to study and report on global warming -AP #tcot",1,0.678
Green Police! RT @peterdaou: Department of Defense states that climate change is a national security threat http://bit.ly/cIN1aK,1,1
"RT @BreakingNews: Obama administration forms Climate Service, a new agency to study and report on global warming -AP",2,0.6457
"Disclosing the Real Risks on Climate Change by Paul Driessen, TownHall.com http://bit.ly/8YJBQ7",1,0.6823
China Daily: The rich world will never accept the findings of #climate change till there is money to be made http://icio.us/bl2v3j,1,0.7042
"Part of the problem with state/county ""Balanced Budget"" laws are storms like this. With Global Warming, emergencies like this will increase.",1,1
"RFK, Jr., not too long ago: Global warming means no snow in D.C. http://bit.ly/4x6PvE #shovelready",1,0.6648
Lobbyists Rush to Block EPA Action on Climate Change http://ow.ly/16wIEJ,2,1
Tell Toyota COO to put the brakes on climate change & US CoC - Digg up this Q! http://ow.ly/14BdQ #climate #green #toyota #prius,1,0.7154
"A lot of NJ's blocked me, but you're fine :) RT @teh_Dede: @keder I'm sorry the Global Warming got ya...and I hope we're still friends.  :)",2,0.5097
Report: open green tech and open business models for climate-change oriented technology transfer http://bit.ly/biHivG,1,1
Climate change is transforming the Arctic environment faster than expected (ENN.com) http://www.enn.com/ecosystems/article/40994,1,1
"Okay, back to buz and no more complaining about snow...until Tuesday when another 6 inches comes.  Notice no talk of global warming lately?!",0,0.7062
"Fighting Climate Change is a Business Model - As governments struggle to solve the climate change crisis, who's ste... http://ow.ly/16wGC9",1,1
just saw someone post on FB that #snowpocalypse must be proof that global warming is a myth. calling him a moron probably isn't productive.,1,1
More mistakes found in climate change report? http://bit.ly/bKqwg6 #tcot #tlot,2,1
"Where Is Global Warming? by Rebecca Terrell, NewAmerican.com http://bit.ly/9RPSIZ",0,1
The great global warming collapse http://tgam.ca/Hrh (via @globeandmail),0,1
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC (Examiner): http://bit.ly/76Gtnu #tcot",1,0.6404
"Global warming strikes DC! I present to u, my car:  http://tweetphoto.com/10721938",0,0.4653
Today's @newtgingrich: snow = no #climate change. Yesterday's Newt: #capandtrade good.  http://post.ly/MgbZ,2,0.6652
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,0,1
"Post: ""Believers in man-made global warming rapidly dwindling"" http://tinyurl.com/yk66f9g",2,0.6709
RT @WiserEarth: Follow events live from #bolivia for #cochabamba: World People's Conference on Climate Change  http://bit.ly/aldPym,2,0.6306
Naomi Klein on CSPAN: Climate change causing island extinction within 50 years.,1,1
Restoration of Australian landscape enhances adaptability to climate change: http://bit.ly/9UUIi9,1,0.6988
Climate change is transforming the Arctic environment faster than expected & accelerating the disappearance of sea ice: http://bit.ly/afeLtO,1,1
The video contest @lovisatalk mentioned about Climate Change is on the ning-built Exchanges Connect http://bit.ly/4oLB7G #gov20LA,2,1
The video contest @lovisatalk mentioned about Climate Change is on the ning-built Exchanges Connect  http://bit.ly/4oLB7G,2,1
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC: Robert F. Kennedy Jr., who flies around on pri... http://bit.ly/dmzEa2",2,0.5126
"Mark Steyn: ""climate change is not only a scientific scandal but also a massive journalistic failure."" http://tinyurl.com/yzxap7c",0,1
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC: ' Robert F. Kennedy Jr., who flies around on p... http://bit.ly/bhvc1D",0,0.5172
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC http://dlvr.it/1SpZ #snowpocalypse",2,0.6605
"RT @joshtpm global warming prolly real in New York, but big scam in DC",0,1
RT @Hesperian: World People's Conference on Climate Change starts today in Bolivia! #cochabamba @boliviaun http://ow.ly/1AoQX,1,0.7092
"RT @joshtpm global warming prolly real in New York, but big scam in DC",2,0.4677
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC http://goo.gl/fb/xx8y",2,1
"RFK, Jr. 15 months ago - Global warming means no snow or cold in DC: http://bit.ly/aeTiCg @freddoso via Drudge",2,0.6543
"Snowmageddon ' More Global Warming from Washington, DC and Mid ...: I wonder what Robert F. Kennedy Jr. would have... http://bit.ly/904bCz",2,0.6689
On my way to Italy  - if I can figure out how to get to Dulles. Battling the climate in the fight to end climate change!,1,1
new: Global Warming Incoherence http://strata-sphere.com/blog/index.php/archives/12671,0,0.6968
RT @janehenrici: CFP for conference on #indigenous approaches to #environment & #climate change http://bit.ly/dja0A4,2,0.6555
"RT @s_dog: Oops. #snOMG  RT @Drudge_Report: RFK, Jr. 15 months ago: Global warming means no snow or cold in DC... http://j.mp/bZ68xB #agw",0,0.7115
CFP for conference on #indigenous approaches to #environment & #climate change http://bit.ly/dja0A4,1,1
RT @HitTheRoadCa: Join the Peoples Conference on Climate Change live at http://envivocmpcc.org.bo #ecomonday #cmpcc #wpccc #cochabamba,1,0.6856
"On global warming, ""the scientific 'consensus' is melting way faster than the glaciers."" http://bit.ly/cNz3gV #tcot #climate",2,0.6449
The great global warming collapse'... http://bit.ly/drrEIN,0,1
"RT @Drudge_Report: RFK, Jr. 15 months ago: Global warming means no snow or cold in DC... http://drudge.tw/bUA5f0",2,0.6829
"27"" of global warming fell at my home 8 miles south of Washington, DC.  Arms & hands so sore from shoveling ... Hurts to Tweet :-(",0,1
Global warming lights a fire under beer prices: http://bit.ly/c6UVOu,1,0.6912
British Conservatives move away from climate change as election nears http://bit.ly/9UqN5F,2,1
Pollster on rapidly collapsing public belief in man-made global warming:  'It is very unusual indeed to see such a... http://bit.ly/aRiBOZ,2,0.6552
Pollster on rapidly collapsing public belief in man-made global warming:  'It is very unusual indeed t... http://bit.ly/bVM4zN #climategate,1,0.6971
"RT @taffastrophe: It's really amazing how sore you feel after shoveling 28"" of global warming off of your sidewalk & driveway.  #AlGoreLied #snomg",0,0.6809
RT @Qorianka World People's Conference on Climate Change and the Rights of Mother Earth: http://is.gd/bzHOa  #cochabamba,1,0.7183
Invasive News: Invasive Species Thriving in Period of Climate Change - World Sentinel: Invasive Species Thriving i... http://bit.ly/dmimzF,1,1
"Bwaahaa! ""GIVE THEM THE WEALTH!"" #PresidentPalin! #SNOBAMA: DC's 2010 SNOW, BLASTS OBAMA, IPCC & GLOBAL WARMING http://youtu.be/FDNWoZecHjg",0,0.668
"VID #messageto #PresidentPalin! @sarahpalinusa #SNOBAMA: DC's 2010 SNOW, BLASTS OBAMA, IPCC & GLOBAL WARMING TAX http://youtu.be/FDNWoZecHjg",2,0.6444
Climate Change and planet Earth ' Learnthebibleca's Blog http://bit.ly/duUgEL,2,0.7509
"SNOBAMA: DC's 2010 SNOW, BLASTS OBAMA, THE IPCC & GLOBAL WARMING http://youtu.be/FDNWoZecHjg #teaparty #tcot #GOP @glennbeck #fox #sgp #ocra",0,0.4938
New college course will foster cross-cultural understanding of climate change: http://bit.ly/difW0F,1,0.719
New college course will foster cross-cultural understanding of climate change: http://bit.ly/difW0F,1,1
Report: Climate change indicates need for Scots to consider new species in reforestation:  http://bit.ly/bn0SJd,1,0.6352
Report: Climate change indicates need for Scots to consider new species in reforestation:  http://bit.ly/bn0SJd,1,0.6609
"The ONLY climate change that exists is Summer, Fall, Winter, & Spring.  #justsaying",0,1
"At this point, everyone in Washington DC area hates Al Gore. He should stand in waist deep snow butt naked and preach global warming.",2,0.3843
"I rated a YouTube video (5 out of 5 stars) -- SNOBAMA: DC's 2010 SNOW BLASTS OBAMA, THE IPCC & GLOBAL WARMING http://youtu.be/FDNWoZecHjg?a",0,1
"What's Hot: Seattle Takes on the Junk Mail Industry: When it comes to curbing climate change, some things are easi... http://bit.ly/buTsNb",1,1
Inhofe family in DC as the blizzard hit - had a little fun at the expense of Al Gore and global warming.  http://bit.ly/aPnPlV #TCOT,0,0.6928
